transaction_id,year,transaction_time,Day_Shifts,transaction_qty,store_id,store_location,product_id,unit_price,product_category,product_type,product_detail,Revenue_generated
39161,2025,7:52:13,Morning,1,5,Lower Manhattan,78,5.63,Bakery,Scone,Scottish Cream Scone ,5.63
39162,2025,7:52:18,Morning,2,5,Lower Manhattan,41,4.25,Coffee,Barista Espresso,Cappuccino Lg,8.5
39163,2025,7:52:18,Morning,1,5,Lower Manhattan,13,8.95,Loose Tea,Black tea,English Breakfast,8.95
39164,2025,7:53:15,Morning,2,5,Lower Manhattan,22,2,Coffee,Drip coffee,Our Old Time Diner Blend Sm,4
39165,2025,7:53:58,Morning,2,8,Hell's Kitchen,56,2.55,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg,5.1
39166,2025,7:55:02,Morning,2,5,Lower Manhattan,43,3,Tea,Brewed herbal tea,Lemon Grass Lg,6
39167,2025,7:55:54,Morning,1,3,Astoria,26,3,Coffee,Organic brewed coffee,Brazilian Rg,3
39168,2025,7:56:02,Morning,1,5,Lower Manhattan,47,3,Tea,Brewed Green tea,Serenity Green Tea Lg,3
39169,2025,7:56:13,Morning,1,5,Lower Manhattan,24,3,Coffee,Drip coffee,Our Old Time Diner Blend Lg,3
39170,2025,7:56:27,Morning,1,3,Astoria,46,2.5,Tea,Brewed Green tea,Serenity Green Tea Rg,2.5
39171,2025,7:57:11,Morning,1,5,Lower Manhattan,25,2.2,Coffee,Organic brewed coffee,Brazilian Sm,2.2
39172,2025,7:57:11,Morning,1,5,Lower Manhattan,69,4.06,Bakery,Biscotti,Hazelnut Biscotti,4.06
39173,2025,7:57:28,Morning,2,5,Lower Manhattan,38,3.75,Coffee,Barista Espresso,Latte,7.5
39174,2025,7:57:40,Morning,1,5,Lower Manhattan,47,3,Tea,Brewed Green tea,Serenity Green Tea Lg,3
39175,2025,7:57:54,Morning,1,3,Astoria,50,2.5,Tea,Brewed Black tea,Earl Grey Rg,2.5
39176,2025,7:58:31,Morning,2,5,Lower Manhattan,43,3,Tea,Brewed herbal tea,Lemon Grass Lg,6
39177,2025,7:58:38,Morning,2,8,Hell's Kitchen,45,3,Tea,Brewed herbal tea,Peppermint Lg,6
39178,2025,7:58:38,Morning,1,8,Hell's Kitchen,76,3.5,Bakery,Biscotti,Chocolate Chip Biscotti,3.5
39179,2025,7:59:11,Morning,1,3,Astoria,71,3.75,Bakery,Pastry,Chocolate Croissant,3.75
39180,2025,7:59:46,Morning,2,8,Hell's Kitchen,26,3,Coffee,Organic brewed coffee,Brazilian Rg,6
39181,2025,7:59:55,Morning,1,3,Astoria,50,2.5,Tea,Brewed Black tea,Earl Grey Rg,2.5
39182,2025,7:59:55,Morning,1,3,Astoria,6,21,Coffee beans,Gourmet Beans,Ethiopia,21
39183,2025,8:00:14,Morning,1,5,Lower Manhattan,57,3.1,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg,3.1
39184,2025,8:00:49,Morning,1,3,Astoria,34,2.45,Coffee,Premium brewed coffee,Jamaican Coffee River Sm,2.45
39185,2025,8:01:26,Morning,1,5,Lower Manhattan,44,2.5,Tea,Brewed herbal tea,Peppermint Rg,2.5
39186,2025,8:02:51,Morning,2,3,Astoria,35,3.1,Coffee,Premium brewed coffee,Jamaican Coffee River Rg,6.2
39187,2025,8:02:51,Morning,1,3,Astoria,74,3.5,Bakery,Biscotti,Ginger Biscotti,3.5
39188,2025,8:04:55,Morning,1,8,Hell's Kitchen,40,3.75,Coffee,Barista Espresso,Cappuccino,3.75
39189,2025,8:04:55,Morning,1,8,Hell's Kitchen,65,0.8,Flavours,Sugar free syrup,Sugar Free Vanilla syrup,0.8
39190,2025,8:05:42,Morning,1,3,Astoria,29,2.5,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg,2.5
39191,2025,8:05:47,Morning,1,5,Lower Manhattan,42,2.5,Tea,Brewed herbal tea,Lemon Grass Rg,2.5
39192,2025,8:05:49,Morning,1,3,Astoria,54,2.5,Tea,Brewed Chai tea,Morning Sunrise Chai Rg,2.5
39193,2025,8:06:06,Morning,1,5,Lower Manhattan,23,2.5,Coffee,Drip coffee,Our Old Time Diner Blend Rg,2.5
39194,2025,8:06:20,Morning,1,8,Hell's Kitchen,27,3.5,Coffee,Organic brewed coffee,Brazilian Lg,3.5
39195,2025,8:06:33,Morning,2,5,Lower Manhattan,43,3,Tea,Brewed herbal tea,Lemon Grass Lg,6
39196,2025,8:07:04,Morning,2,3,Astoria,35,3.1,Coffee,Premium brewed coffee,Jamaican Coffee River Rg,6.2
39197,2025,8:07:09,Morning,1,3,Astoria,36,3.75,Coffee,Premium brewed coffee,Jamaican Coffee River Lg,3.75
39198,2025,8:07:54,Morning,2,8,Hell's Kitchen,24,3,Coffee,Drip coffee,Our Old Time Diner Blend Lg,6
39199,2025,8:08:13,Morning,2,3,Astoria,60,3.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg,7.5
39200,2025,8:08:13,Morning,2,3,Astoria,76,3.5,Bakery,Biscotti,Chocolate Chip Biscotti,7
39201,2025,8:10:31,Morning,2,5,Lower Manhattan,49,3,Tea,Brewed Black tea,English Breakfast Lg,6
39202,2025,8:11:40,Morning,2,5,Lower Manhattan,22,2,Coffee,Drip coffee,Our Old Time Diner Blend Sm,4
39203,2025,8:12:36,Morning,1,8,Hell's Kitchen,51,3,Tea,Brewed Black tea,Earl Grey Lg,3
39204,2025,8:12:40,Morning,2,8,Hell's Kitchen,42,2.5,Tea,Brewed herbal tea,Lemon Grass Rg,5
39205,2025,8:12:40,Morning,1,8,Hell's Kitchen,79,3.75,Bakery,Scone,Jumbo Savory Scone,3.75
39206,2025,8:14:37,Morning,2,5,Lower Manhattan,25,2.2,Coffee,Organic brewed coffee,Brazilian Sm,4.4
39207,2025,8:14:57,Morning,2,3,Astoria,38,3.75,Coffee,Barista Espresso,Latte,7.5
39208,2025,8:14:57,Morning,1,3,Astoria,75,3.5,Bakery,Pastry,Croissant,3.5
39209,2025,8:15:19,Morning,2,8,Hell's Kitchen,29,2.5,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg,5
39210,2025,8:15:59,Morning,2,8,Hell's Kitchen,38,3.75,Coffee,Barista Espresso,Latte,7.5
39211,2025,8:15:59,Morning,1,8,Hell's Kitchen,64,0.8,Flavours,Regular syrup,Hazelnut syrup,0.8
39212,2025,8:16:34,Morning,2,8,Hell's Kitchen,30,3,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg,6
39213,2025,8:16:39,Morning,2,5,Lower Manhattan,38,3.75,Coffee,Barista Espresso,Latte,7.5
39214,2025,8:16:51,Morning,1,5,Lower Manhattan,48,2.5,Tea,Brewed Black tea,English Breakfast Rg,2.5
39215,2025,8:19:42,Morning,1,3,Astoria,56,2.55,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg,2.55
39216,2025,8:20:31,Morning,2,5,Lower Manhattan,39,4.25,Coffee,Barista Espresso,Latte Rg,8.5
39217,2025,8:21:13,Morning,1,8,Hell's Kitchen,56,2.55,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg,2.55
39218,2025,8:21:25,Morning,1,5,Lower Manhattan,30,3,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg,3
39219,2025,8:21:37,Morning,2,8,Hell's Kitchen,46,2.5,Tea,Brewed Green tea,Serenity Green Tea Rg,5
39220,2025,8:23:35,Morning,2,8,Hell's Kitchen,52,2.5,Tea,Brewed Chai tea,Traditional Blend Chai Rg,5
39221,2025,8:23:35,Morning,1,8,Hell's Kitchen,2,18,Coffee beans,House blend Beans,Our Old Time Diner Blend,18
39222,2025,8:23:59,Morning,1,3,Astoria,55,4,Tea,Brewed Chai tea,Morning Sunrise Chai Lg,4
39223,2025,8:25:34,Morning,2,5,Lower Manhattan,61,4.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg,9.5
39224,2025,8:25:53,Morning,1,5,Lower Manhattan,44,2.5,Tea,Brewed herbal tea,Peppermint Rg,2.5
39225,2025,8:26:15,Morning,1,3,Astoria,44,2.5,Tea,Brewed herbal tea,Peppermint Rg,2.5
39226,2025,8:26:15,Morning,1,3,Astoria,76,3.5,Bakery,Biscotti,Chocolate Chip Biscotti,3.5
39227,2025,8:26:15,Morning,1,3,Astoria,69,3.25,Bakery,Biscotti,Hazelnut Biscotti,3.25
39228,2025,8:26:15,Morning,1,3,Astoria,47,3,Tea,Brewed Green tea,Serenity Green Tea Lg,3
39229,2025,8:26:15,Morning,1,3,Astoria,59,4.5,Drinking Chocolate,Hot chocolate,Dark chocolate Lg,4.5
39230,2025,8:27:48,Morning,1,3,Astoria,33,3.5,Coffee,Gourmet brewed coffee,Ethiopia Lg,3.5
39231,2025,8:27:48,Morning,1,3,Astoria,70,3.25,Bakery,Scone,Cranberry Scone,3.25
39232,2025,8:29:13,Morning,2,8,Hell's Kitchen,55,4,Tea,Brewed Chai tea,Morning Sunrise Chai Lg,8
39233,2025,8:30:17,Morning,1,3,Astoria,41,4.25,Coffee,Barista Espresso,Cappuccino Lg,4.25
39234,2025,8:34:03,Morning,1,8,Hell's Kitchen,39,4.25,Coffee,Barista Espresso,Latte Rg,4.25
39235,2025,8:34:03,Morning,1,8,Hell's Kitchen,65,0.8,Flavours,Sugar free syrup,Sugar Free Vanilla syrup,0.8
39236,2025,8:34:24,Morning,1,5,Lower Manhattan,44,2.5,Tea,Brewed herbal tea,Peppermint Rg,2.5
39237,2025,8:35:01,Morning,2,3,Astoria,22,2,Coffee,Drip coffee,Our Old Time Diner Blend Sm,4
39238,2025,8:37:34,Morning,1,5,Lower Manhattan,59,4.5,Drinking Chocolate,Hot chocolate,Dark chocolate Lg,4.5
39239,2025,8:37:34,Morning,1,5,Lower Manhattan,77,3,Bakery,Scone,Oatmeal Scone,3
39240,2025,8:38:21,Morning,1,5,Lower Manhattan,50,2.5,Tea,Brewed Black tea,Earl Grey Rg,2.5
39241,2025,8:38:26,Morning,1,8,Hell's Kitchen,43,3,Tea,Brewed herbal tea,Lemon Grass Lg,3
39242,2025,8:39:51,Morning,1,3,Astoria,38,3.75,Coffee,Barista Espresso,Latte,3.75
39243,2025,8:39:51,Morning,1,3,Astoria,77,3,Bakery,Scone,Oatmeal Scone,3
39244,2025,8:41:30,Morning,2,3,Astoria,59,4.5,Drinking Chocolate,Hot chocolate,Dark chocolate Lg,9
39245,2025,8:41:33,Morning,2,5,Lower Manhattan,25,2.2,Coffee,Organic brewed coffee,Brazilian Sm,4.4
39246,2025,8:41:39,Morning,1,5,Lower Manhattan,25,2.2,Coffee,Organic brewed coffee,Brazilian Sm,2.2
39247,2025,8:42:01,Morning,1,8,Hell's Kitchen,39,4.25,Coffee,Barista Espresso,Latte Rg,4.25
39248,2025,8:42:01,Morning,1,8,Hell's Kitchen,64,0.8,Flavours,Regular syrup,Hazelnut syrup,0.8
39249,2025,8:42:01,Morning,1,8,Hell's Kitchen,74,3.5,Bakery,Biscotti,Ginger Biscotti,3.5
39250,2025,8:43:09,Morning,1,8,Hell's Kitchen,26,3,Coffee,Organic brewed coffee,Brazilian Rg,3
39251,2025,8:44:28,Morning,2,5,Lower Manhattan,34,2.45,Coffee,Premium brewed coffee,Jamaican Coffee River Sm,4.9
39252,2025,8:44:38,Morning,1,5,Lower Manhattan,22,2,Coffee,Drip coffee,Our Old Time Diner Blend Sm,2
39253,2025,8:45:15,Morning,1,5,Lower Manhattan,26,3,Coffee,Organic brewed coffee,Brazilian Rg,3
39254,2025,8:45:38,Morning,2,8,Hell's Kitchen,22,2,Coffee,Drip coffee,Our Old Time Diner Blend Sm,4
39255,2025,8:46:00,Morning,1,8,Hell's Kitchen,55,4,Tea,Brewed Chai tea,Morning Sunrise Chai Lg,4
39256,2025,8:46:13,Morning,2,5,Lower Manhattan,24,3,Coffee,Drip coffee,Our Old Time Diner Blend Lg,6
39257,2025,8:46:13,Morning,1,5,Lower Manhattan,69,4.06,Bakery,Biscotti,Hazelnut Biscotti,4.06
39258,2025,8:46:13,Morning,1,5,Lower Manhattan,18,10.95,Loose Tea,Chai tea,Spicy Eye Opener Chai,10.95
39259,2025,8:48:21,Morning,2,8,Hell's Kitchen,25,2.2,Coffee,Organic brewed coffee,Brazilian Sm,4.4
39260,2025,8:48:21,Morning,1,8,Hell's Kitchen,70,3.25,Bakery,Scone,Cranberry Scone,3.25
39261,2025,8:49:39,Morning,2,5,Lower Manhattan,42,2.5,Tea,Brewed herbal tea,Lemon Grass Rg,5
39262,2025,8:49:40,Morning,2,8,Hell's Kitchen,22,2,Coffee,Drip coffee,Our Old Time Diner Blend Sm,4
39263,2025,8:51:28,Morning,2,8,Hell's Kitchen,61,4.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg,9.5
39264,2025,8:51:28,Morning,1,8,Hell's Kitchen,19,6.4,Packaged Chocolate,Drinking Chocolate,Dark chocolate,6.4
39265,2025,8:51:56,Morning,1,5,Lower Manhattan,38,3.75,Coffee,Barista Espresso,Latte,3.75
39266,2025,8:52:58,Morning,1,8,Hell's Kitchen,29,2.5,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg,2.5
39267,2025,8:53:45,Morning,2,8,Hell's Kitchen,56,2.55,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg,5.1
39268,2025,8:55:33,Morning,1,8,Hell's Kitchen,26,3,Coffee,Organic brewed coffee,Brazilian Rg,3
39269,2025,8:55:50,Morning,2,3,Astoria,25,2.2,Coffee,Organic brewed coffee,Brazilian Sm,4.4
39270,2025,8:55:55,Morning,1,5,Lower Manhattan,29,2.5,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg,2.5
39271,2025,8:56:24,Morning,1,5,Lower Manhattan,57,3.1,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg,3.1
39272,2025,8:56:45,Morning,1,5,Lower Manhattan,23,2.5,Coffee,Drip coffee,Our Old Time Diner Blend Rg,2.5
39273,2025,8:56:45,Morning,1,5,Lower Manhattan,76,4.38,Bakery,Biscotti,Chocolate Chip Biscotti,4.38
39274,2025,8:56:58,Morning,1,8,Hell's Kitchen,32,3,Coffee,Gourmet brewed coffee,Ethiopia Rg,3
39275,2025,8:57:38,Morning,1,5,Lower Manhattan,22,2,Coffee,Drip coffee,Our Old Time Diner Blend Sm,2
39276,2025,8:58:23,Morning,1,8,Hell's Kitchen,34,2.45,Coffee,Premium brewed coffee,Jamaican Coffee River Sm,2.45
39277,2025,9:01:23,Morning,1,8,Hell's Kitchen,36,3.75,Coffee,Premium brewed coffee,Jamaican Coffee River Lg,3.75
39278,2025,9:01:35,Morning,1,5,Lower Manhattan,33,3.5,Coffee,Gourmet brewed coffee,Ethiopia Lg,3.5
39279,2025,9:01:35,Morning,1,5,Lower Manhattan,75,4.38,Bakery,Pastry,Croissant,4.38
39280,2025,9:02:06,Morning,1,3,Astoria,41,4.25,Coffee,Barista Espresso,Cappuccino Lg,4.25
39281,2025,9:04:00,Morning,1,5,Lower Manhattan,23,2.5,Coffee,Drip coffee,Our Old Time Diner Blend Rg,2.5
39282,2025,9:04:04,Morning,2,5,Lower Manhattan,23,2.5,Coffee,Drip coffee,Our Old Time Diner Blend Rg,5
39283,2025,9:04:04,Morning,6,5,Lower Manhattan,82,12,Branded,Housewares,I Need My Bean! Diner mug,72
39284,2025,9:04:31,Morning,1,3,Astoria,40,3.75,Coffee,Barista Espresso,Cappuccino,3.75
39285,2025,9:04:31,Morning,1,3,Astoria,72,3.25,Bakery,Scone,Ginger Scone,3.25
39286,2025,9:04:31,Morning,1,3,Astoria,61,4.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg,4.75
39287,2025,9:04:31,Morning,1,3,Astoria,40,3.75,Coffee,Barista Espresso,Cappuccino,3.75
39288,2025,9:04:31,Morning,1,3,Astoria,72,3.25,Bakery,Scone,Ginger Scone,3.25
39289,2025,9:06:28,Morning,2,8,Hell's Kitchen,61,4.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg,9.5
39290,2025,9:06:46,Morning,1,5,Lower Manhattan,43,3,Tea,Brewed herbal tea,Lemon Grass Lg,3
39291,2025,9:06:53,Morning,1,3,Astoria,42,2.5,Tea,Brewed herbal tea,Lemon Grass Rg,2.5
39292,2025,9:06:53,Morning,1,3,Astoria,12,8.95,Loose Tea,Herbal tea,Peppermint,8.95
39293,2025,9:07:08,Morning,1,8,Hell's Kitchen,57,3.1,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg,3.1
39294,2025,9:08:30,Morning,1,3,Astoria,60,3.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg,3.75
39295,2025,9:08:37,Morning,1,8,Hell's Kitchen,22,2,Coffee,Drip coffee,Our Old Time Diner Blend Sm,2
39296,2025,9:08:37,Morning,1,8,Hell's Kitchen,76,3.5,Bakery,Biscotti,Chocolate Chip Biscotti,3.5
39297,2025,9:12:02,Morning,2,5,Lower Manhattan,51,3,Tea,Brewed Black tea,Earl Grey Lg,6
39298,2025,9:12:09,Morning,2,8,Hell's Kitchen,33,3.5,Coffee,Gourmet brewed coffee,Ethiopia Lg,7
39299,2025,9:13:41,Morning,1,8,Hell's Kitchen,47,3,Tea,Brewed Green tea,Serenity Green Tea Lg,3
39300,2025,9:14:06,Morning,2,8,Hell's Kitchen,33,3.5,Coffee,Gourmet brewed coffee,Ethiopia Lg,7
39301,2025,9:14:35,Morning,1,3,Astoria,51,3,Tea,Brewed Black tea,Earl Grey Lg,3
39302,2025,9:16:01,Morning,2,3,Astoria,60,3.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg,7.5
39303,2025,9:16:23,Morning,1,5,Lower Manhattan,44,2.5,Tea,Brewed herbal tea,Peppermint Rg,2.5
39304,2025,9:16:24,Morning,2,5,Lower Manhattan,47,3,Tea,Brewed Green tea,Serenity Green Tea Lg,6
39305,2025,9:16:30,Morning,1,8,Hell's Kitchen,61,4.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg,4.75
39306,2025,9:16:54,Morning,1,8,Hell's Kitchen,46,2.5,Tea,Brewed Green tea,Serenity Green Tea Rg,2.5
39307,2025,9:18:06,Morning,1,3,Astoria,71,3.75,Bakery,Pastry,Chocolate Croissant,3.75
39308,2025,9:19:12,Morning,2,5,Lower Manhattan,59,4.5,Drinking Chocolate,Hot chocolate,Dark chocolate Lg,9
39309,2025,9:19:12,Morning,1,5,Lower Manhattan,4,20.45,Coffee beans,Espresso Beans,Primo Espresso Roast,20.45
39310,2025,9:19:17,Morning,1,8,Hell's Kitchen,22,2,Coffee,Drip coffee,Our Old Time Diner Blend Sm,2
39311,2025,9:22:08,Morning,1,8,Hell's Kitchen,43,3,Tea,Brewed herbal tea,Lemon Grass Lg,3
39312,2025,9:22:27,Morning,2,8,Hell's Kitchen,60,3.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg,7.5
39313,2025,9:22:58,Morning,1,3,Astoria,42,2.5,Tea,Brewed herbal tea,Lemon Grass Rg,2.5
39314,2025,9:23:22,Morning,1,8,Hell's Kitchen,41,4.25,Coffee,Barista Espresso,Cappuccino Lg,4.25
39315,2025,9:23:22,Morning,1,8,Hell's Kitchen,65,0.8,Flavours,Sugar free syrup,Sugar Free Vanilla syrup,0.8
39316,2025,9:23:57,Morning,1,3,Astoria,22,2,Coffee,Drip coffee,Our Old Time Diner Blend Sm,2
39317,2025,9:24:12,Morning,1,8,Hell's Kitchen,28,2,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm,2
39318,2025,9:24:12,Morning,1,8,Hell's Kitchen,73,3.75,Bakery,Pastry,Almond Croissant,3.75
39319,2025,9:24:15,Morning,1,8,Hell's Kitchen,29,2.5,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg,2.5
39320,2025,9:27:26,Morning,2,5,Lower Manhattan,59,4.5,Drinking Chocolate,Hot chocolate,Dark chocolate Lg,9
39321,2025,9:28:25,Morning,2,3,Astoria,26,3,Coffee,Organic brewed coffee,Brazilian Rg,6
39322,2025,9:28:33,Morning,1,5,Lower Manhattan,25,2.2,Coffee,Organic brewed coffee,Brazilian Sm,2.2
39323,2025,9:29:26,Morning,1,3,Astoria,29,2.5,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg,2.5
39324,2025,9:30:09,Morning,2,8,Hell's Kitchen,32,3,Coffee,Gourmet brewed coffee,Ethiopia Rg,6
39325,2025,9:30:35,Morning,1,8,Hell's Kitchen,33,3.5,Coffee,Gourmet brewed coffee,Ethiopia Lg,3.5
39326,2025,9:32:02,Morning,2,3,Astoria,24,3,Coffee,Drip coffee,Our Old Time Diner Blend Lg,6
39327,2025,9:34:02,Morning,1,3,Astoria,54,2.5,Tea,Brewed Chai tea,Morning Sunrise Chai Rg,2.5
39328,2025,9:34:11,Morning,1,5,Lower Manhattan,45,3,Tea,Brewed herbal tea,Peppermint Lg,3
39329,2025,9:34:11,Morning,1,5,Lower Manhattan,71,4.69,Bakery,Pastry,Chocolate Croissant,4.69
39330,2025,9:34:11,Morning,1,5,Lower Manhattan,44,2.5,Tea,Brewed herbal tea,Peppermint Rg,2.5
39331,2025,9:35:05,Morning,1,3,Astoria,57,3.1,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg,3.1
39332,2025,9:35:05,Morning,1,3,Astoria,71,3.75,Bakery,Pastry,Chocolate Croissant,3.75
39333,2025,9:36:48,Morning,2,5,Lower Manhattan,50,2.5,Tea,Brewed Black tea,Earl Grey Rg,5
39334,2025,9:38:23,Morning,1,5,Lower Manhattan,51,3,Tea,Brewed Black tea,Earl Grey Lg,3
39335,2025,9:38:57,Morning,2,8,Hell's Kitchen,59,4.5,Drinking Chocolate,Hot chocolate,Dark chocolate Lg,9
39336,2025,9:38:57,Morning,1,8,Hell's Kitchen,69,3.25,Bakery,Biscotti,Hazelnut Biscotti,3.25
39337,2025,9:38:57,Morning,1,8,Hell's Kitchen,16,8.95,Loose Tea,Chai tea,Traditional Blend Chai,8.95
39338,2025,9:40:05,Morning,2,5,Lower Manhattan,47,3,Tea,Brewed Green tea,Serenity Green Tea Lg,6
39339,2025,9:40:12,Morning,2,5,Lower Manhattan,51,3,Tea,Brewed Black tea,Earl Grey Lg,6
39340,2025,9:40:18,Morning,2,8,Hell's Kitchen,48,2.5,Tea,Brewed Black tea,English Breakfast Rg,5
39341,2025,9:41:22,Morning,1,8,Hell's Kitchen,32,3,Coffee,Gourmet brewed coffee,Ethiopia Rg,3
39342,2025,9:42:02,Morning,1,3,Astoria,25,2.2,Coffee,Organic brewed coffee,Brazilian Sm,2.2
39343,2025,9:42:54,Morning,2,8,Hell's Kitchen,42,2.5,Tea,Brewed herbal tea,Lemon Grass Rg,5
39344,2025,9:42:57,Morning,2,3,Astoria,26,3,Coffee,Organic brewed coffee,Brazilian Rg,6
39345,2025,9:43:24,Morning,1,8,Hell's Kitchen,57,3.1,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg,3.1
39346,2025,9:43:29,Morning,2,3,Astoria,59,4.5,Drinking Chocolate,Hot chocolate,Dark chocolate Lg,9
39347,2025,9:43:44,Morning,1,8,Hell's Kitchen,42,2.5,Tea,Brewed herbal tea,Lemon Grass Rg,2.5
39348,2025,9:43:55,Morning,1,5,Lower Manhattan,40,3.75,Coffee,Barista Espresso,Cappuccino,3.75
39349,2025,9:43:55,Morning,2,5,Lower Manhattan,63,0.8,Flavours,Regular syrup,Carmel syrup,1.6
39350,2025,9:43:55,Morning,1,5,Lower Manhattan,64,0.8,Flavours,Regular syrup,Hazelnut syrup,0.8
39351,2025,9:44:13,Morning,2,5,Lower Manhattan,61,4.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg,9.5
39352,2025,9:44:13,Morning,1,5,Lower Manhattan,7,19.75,Coffee beans,Premium Beans,Jamacian Coffee River,19.75
39353,2025,9:44:57,Morning,1,3,Astoria,36,3.75,Coffee,Premium brewed coffee,Jamaican Coffee River Lg,3.75
39354,2025,9:45:02,Morning,1,3,Astoria,59,4.5,Drinking Chocolate,Hot chocolate,Dark chocolate Lg,4.5
39355,2025,9:45:05,Morning,2,8,Hell's Kitchen,54,2.5,Tea,Brewed Chai tea,Morning Sunrise Chai Rg,5
39356,2025,9:46:00,Morning,1,8,Hell's Kitchen,43,3,Tea,Brewed herbal tea,Lemon Grass Lg,3
39357,2025,9:46:21,Morning,2,5,Lower Manhattan,50,2.5,Tea,Brewed Black tea,Earl Grey Rg,5
39358,2025,9:47:29,Morning,2,8,Hell's Kitchen,57,3.1,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg,6.2
39359,2025,9:47:31,Morning,2,5,Lower Manhattan,45,3,Tea,Brewed herbal tea,Peppermint Lg,6
39360,2025,9:47:44,Morning,2,8,Hell's Kitchen,45,3,Tea,Brewed herbal tea,Peppermint Lg,6
39361,2025,9:48:08,Morning,2,8,Hell's Kitchen,22,2,Coffee,Drip coffee,Our Old Time Diner Blend Sm,4
39362,2025,9:48:14,Morning,2,8,Hell's Kitchen,37,3,Coffee,Barista Espresso,Espresso shot,6
39363,2025,9:48:14,Morning,2,8,Hell's Kitchen,64,0.8,Flavours,Regular syrup,Hazelnut syrup,1.6
39364,2025,9:48:20,Morning,2,8,Hell's Kitchen,30,3,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg,6
39365,2025,9:49:31,Morning,2,5,Lower Manhattan,32,3,Coffee,Gourmet brewed coffee,Ethiopia Rg,6
39366,2025,9:50:22,Morning,2,3,Astoria,48,2.5,Tea,Brewed Black tea,English Breakfast Rg,5
39367,2025,9:50:34,Morning,2,3,Astoria,24,3,Coffee,Drip coffee,Our Old Time Diner Blend Lg,6
39368,2025,9:50:34,Morning,1,3,Astoria,79,3.75,Bakery,Scone,Jumbo Savory Scone,3.75
39369,2025,9:52:41,Morning,2,5,Lower Manhattan,31,2.2,Coffee,Gourmet brewed coffee,Ethiopia Sm,4.4
39370,2025,9:53:06,Morning,1,3,Astoria,28,2,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm,2
39371,2025,9:53:06,Morning,1,3,Astoria,71,3.75,Bakery,Pastry,Chocolate Croissant,3.75
39372,2025,9:53:07,Morning,2,5,Lower Manhattan,33,3.5,Coffee,Gourmet brewed coffee,Ethiopia Lg,7
39373,2025,9:53:07,Morning,1,5,Lower Manhattan,70,4.06,Bakery,Scone,Cranberry Scone,4.06
39374,2025,9:53:07,Morning,1,5,Lower Manhattan,78,5.63,Bakery,Scone,Scottish Cream Scone ,5.63
39375,2025,9:53:39,Morning,2,5,Lower Manhattan,49,3,Tea,Brewed Black tea,English Breakfast Lg,6
39376,2025,9:53:48,Morning,2,5,Lower Manhattan,25,2.2,Coffee,Organic brewed coffee,Brazilian Sm,4.4
39377,2025,9:53:50,Morning,1,8,Hell's Kitchen,42,2.5,Tea,Brewed herbal tea,Lemon Grass Rg,2.5
39378,2025,9:54:44,Morning,1,5,Lower Manhattan,23,2.5,Coffee,Drip coffee,Our Old Time Diner Blend Rg,2.5
39379,2025,9:55:14,Morning,2,5,Lower Manhattan,45,3,Tea,Brewed herbal tea,Peppermint Lg,6
39380,2025,9:55:38,Morning,1,8,Hell's Kitchen,44,2.5,Tea,Brewed herbal tea,Peppermint Rg,2.5
39381,2025,9:57:09,Morning,1,5,Lower Manhattan,38,3.75,Coffee,Barista Espresso,Latte,3.75
39382,2025,9:57:30,Morning,1,8,Hell's Kitchen,35,3.1,Coffee,Premium brewed coffee,Jamaican Coffee River Rg,3.1
39383,2025,9:59:28,Morning,2,8,Hell's Kitchen,33,3.5,Coffee,Gourmet brewed coffee,Ethiopia Lg,7
39384,2025,9:59:28,Morning,1,8,Hell's Kitchen,79,3.75,Bakery,Scone,Jumbo Savory Scone,3.75
